Obs#,Time,Date,configName,configAuthor,remark,Column,Row,Treatment,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,pitch,roll,heading,angle_inc_leaf,direct_pct,slope_leaf,az_leaf,dec_solar,az_solar,zenith_solar,gps_time,gps_date,latitude,longitude,altitude,gps_sats,gps_HDOP,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
27,14:07:49,4/29/2024,TIM2024,Zach Peagler,,3,5,CBG,0.312401,2.920991,0.282218,2.953454,1.932698,1.852403,2.936051,1.003353,18.842468,19.659222,29.865234,0.441786,PSF-01133_20240429140749,0,0,0,137.385605,369.293335,0.627977,0.5,0.8,36.118031,71.56,68.59,22.29,23.67,98.31,156.6,155.1,0.9,144,3.772,-20,-1,299,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,0.079,0.16,-9999,31.662,16.228,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.518591,2.438569,1.68882,0.95049,0.303952,0.017601,0.217883,0.235364,137.385605,0.000352,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429140749,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
28,14:07:57,4/29/2024,TIM2024,Zach Peagler,,3,6,CG,0.424118,2.922116,0.370363,3.53773,1.963642,1.867577,2.879583,0.915941,18.996628,19.973774,29.290545,0.441786,PSF-01133_20240429140757,0,0,0,127.648117,439.739929,0.709719,0.5,0.8,40.426685,72.35,68.81,22.37,23.35,98.31,156.8,155.3,0.9,142,3.743,-18,9,304,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,0.055,0.201,0.24,2.672,2.119,-0.042,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.51887,2.439542,1.690031,0.950876,0.302944,0.012973,0.218803,0.234135,127.648117,0.000363,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429140757,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
29,14:08:04,4/29/2024,TIM2024,Zach Peagler,,3,7,Control,0.438512,2.920661,0.381268,3.594472,1.971772,1.874065,2.875748,0.903976,19.063004,20.056881,29.252131,0.441786,PSF-01133_20240429140804,0,0,0,130.699753,397.602783,0.671281,0.5,0.8,37.42617,72.37,68.78,22.43,23.33,98.31,156.6,154.8,1.1,139,3.743,-14,5,291,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,-0.002,0.174,-9999,0.335,0.292,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.518826,2.439563,1.688465,0.949607,0.302191,0.012014,0.219489,0.231451,130.699753,0.000357,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429140804,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
30,14:08:10,4/29/2024,TIM2024,Zach Peagler,,3,8,Liquid,0.339674,2.921066,0.30429,2.780534,1.952014,1.876439,2.828514,0.8765,19.086811,19.855545,28.771152,0.441786,PSF-01133_20240429140810,0,0,0,132.95639,403.402435,0.670413,0.5,0.8,34.535172,71.39,68.63,22.49,23.05,98.31,156.6,154.7,1.2,129,3.771,-15,-1,286,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,0.009,0.112,-9999,0.651,0.472,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.518597,2.438315,1.6889,0.949427,0.30149,0.008233,0.220108,0.222033,132.95639,0.000364,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429140810,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
31,14:08:17,4/29/2024,TIM2024,Zach Peagler,,3,9,CBG,0.553453,2.920858,0.465289,4.423593,2.004026,1.883831,2.915356,0.911329,19.160887,20.383419,29.652761,0.441786,PSF-01133_20240429140817,0,0,0,123.663071,427.742249,0.710893,0.5,0.8,36.975628,73.03,68.65,22.55,23.55,98.32,156.6,155.5,0.7,130,3.742,-13,2,261,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,0.178,0.21,-9999,0.121,0.188,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.518609,2.440375,1.688677,0.951567,0.300764,0.013261,0.220788,0.223142,123.663071,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429140817,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
32,14:08:24,4/29/2024,TIM2024,Zach Peagler,,3,10,CG,0.400584,2.920163,0.352262,3.400066,1.969755,1.877297,2.895132,0.925377,19.096567,20.037079,29.450359,0.441786,PSF-01133_20240429140824,0,0,0,123.853325,431.513428,0.712979,0.5,0.8,38.608055,71.54,68.18,22.61,23.44,98.31,156.5,154.7,1.1,135,3.742,-13,5,246,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,0.241,0.083,-9999,0.14,-0.968,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.517941,2.438473,1.687931,0.94944,0.300089,0.011303,0.221408,0.22789,123.853325,0.000359,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429140824,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
33,14:08:29,4/29/2024,TIM2024,Zach Peagler,,3,11,Control,0.449499,2.921559,0.389562,3.657843,1.984203,1.884861,2.884395,0.900192,19.17355,20.184099,29.341213,0.441786,PSF-01133_20240429140829,0,0,0,125.438332,410.82608,0.694668,0.5,0.8,37.787838,71.85,68.26,22.66,23.38,98.31,156.7,77.3,50.6,136,3.771,-6,12,259,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,0.2,0.235,-9999,0.138,-1.684,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.51804,2.438868,1.689431,0.760271,0.299522,0.010062,0.221913,0.228438,121.513725,0.000347,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429140829,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
34,14:08:41,4/29/2024,TIM2024,Zach Peagler,,3,12,Liquid,0.348781,2.922438,0.311593,3.173624,1.953823,1.867672,2.930115,0.976292,19.000391,19.876831,29.808949,0.441786,PSF-01133_20240429140841,0,0,0,110.74054,376.560333,0.705916,0.5,0.8,32.449425,70.3,67.2,22.76,23.64,98.3,156.8,153.5,2.1,115,3.77,-20,33,270,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,0.034,0.04,0.104,-3.683,-0.308,4.484,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.516543,2.436877,1.690379,0.946302,0.298249,0.011831,0.223221,0.209714,108.722092,0.000351,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429140841,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
35,14:08:51,4/29/2024,TIM2024,Zach Peagler,,3,13,CBG,0.302006,2.921431,0.273711,2.846779,1.968418,1.891085,2.965173,0.996756,19.2374,20.024088,30.163765,0.441786,PSF-01133_20240429140851,0,0,0,122.116684,422.409668,0.710905,0.5,0.8,37.218624,70.48,67.71,22.84,23.83,98.3,156.7,154.7,1.3,131,3.77,-13,-2,271,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,-0.06,0.028,0.194,120.699,60.982,30.141,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.517238,2.437093,1.689293,0.949355,0.297293,0.01318,0.224183,0.2239,122.116684,0.000353,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429140851,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
36,14:09:01,4/29/2024,TIM2024,Zach Peagler,,4,1,Liquid,0.276116,2.920313,0.252265,2.650073,1.954286,1.882222,2.961142,1.006856,19.147345,19.880426,30.122908,0.441786,PSF-01133_20240429140901,0,0,0,138.592606,380.467407,0.635731,0.5,0.8,28.686441,69.6,67.04,22.93,23.81,98.3,156.5,154.7,1.2,113,3.77,-8,7,207,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,0.105,0.002,0.028,1.109,0.486,-1.681,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.516279,2.435964,1.688091,0.949323,0.296252,0.011921,0.225266,0.207839,137.749664,0.000356,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429140901,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
37,14:09:14,4/29/2024,TIM2024,Zach Peagler,,4,2,CBG,0.378438,2.92189,0.335044,3.606808,2.00252,1.904604,3.033718,1.031198,19.3738,20.369802,30.859238,0.441786,PSF-01133_20240429140914,0,0,0,120.422241,431.831726,0.721136,0.5,0.8,30.178253,70.86,67.39,23.04,24.21,98.31,156.7,155.6,0.7,105,3.769,-25,-1,180,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,0.013,0.163,0.303,0.61,0.544,0.307,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.516746,2.437532,1.689787,0.951681,0.294969,0.015313,0.226625,0.200563,120.422241,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429140914,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
38,14:09:23,4/29/2024,TIM2024,Zach Peagler,,4,3,CG,0.209594,2.922444,0.195568,2.168981,1.950109,1.89122,3.012907,1.062797,19.237362,19.836378,30.647079,0.441786,PSF-01133_20240429140923,0,0,0,124.921204,418.838013,0.701743,0.5,0.8,32.770119,68.68,66.61,23.11,24.1,98.31,156.8,154.7,1.3,117,3.769,-20,5,202,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,-0.021,0.006,-0.011,75.877,83.651,42.161,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.515639,2.43476,1.690386,0.949293,0.294069,0.013119,0.227576,0.211337,124.921204,0.000354,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429140923,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
39,14:09:34,4/29/2024,TIM2024,Zach Peagler,,4,4,Control,0.061221,2.923445,0.059965,0.705897,1.869065,1.849898,2.997719,1.128654,18.816797,19.011757,30.492207,0.441786,PSF-01133_20240429140934,0,0,0,146.278381,414.603699,0.647185,0.5,0.8,32.348156,65.48,64.81,23.2,24.02,98.31,156.9,155.5,0.9,125,3.769,-17,9,308,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,0.068,0.072,-0.005,0.917,0.59,-1.069,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.513108,2.430666,1.691467,0.951566,0.293033,0.011143,0.228695,0.218633,146.278381,0.000362,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429140934,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
40,14:09:44,4/29/2024,TIM2024,Zach Peagler,,4,5,Liquid,0.260139,2.920746,0.238865,2.411756,1.936991,1.871414,2.90515,0.968158,19.035992,19.703041,29.551134,0.441786,PSF-01133_20240429140944,0,0,0,122.672798,444.529999,0.724039,0.5,0.8,36.90704,67.52,65.23,23.29,23.49,98.31,156.6,155.5,0.7,127,3.768,-17,7,296,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,0.005,0.032,0.185,1.463,0.722,108,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.513679,2.433245,1.688556,0.951351,0.292056,0.004224,0.229752,0.220834,122.672798,0.000362,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429140944,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
41,14:09:56,4/29/2024,TIM2024,Zach Peagler,,4,6,CBG,0.223509,2.921367,0.207624,2.343571,1.956842,1.89316,3.038376,1.081533,19.256264,19.904005,30.904812,0.441786,PSF-01133_20240429140956,0,0,0,120.079636,417.852417,0.712627,0.5,0.8,36.05051,67.82,65.61,23.38,24.24,98.31,156.7,42.8,72.7,126,3.768,-18,-7,327,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,-0.019,-0.008,-9999,1.325,1.708,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.514182,2.433607,1.689225,0.686088,0.29094,0.011671,0.230975,0.219978,120.079636,0.000354,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429140956,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
42,14:10:04,4/29/2024,TIM2024,Zach Peagler,,4,7,CG,0.183243,2.921906,0.172429,1.815626,1.969399,1.920094,2.978506,1.009107,19.531359,20.0329,30.297621,0.441786,PSF-01133_20240429141004,0,0,0,121.038795,411.063202,0.705547,0.5,0.8,37.095116,67.99,66.29,23.44,23.91,98.31,156.7,154.9,1.2,131,3.767,-13,9,291,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,-0.005,-0.062,0.025,122.181,61.149,29.824,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.515118,2.433821,1.689805,0.949872,0.29021,0.007146,0.231745,0.224394,121.038795,0.00036,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429141004,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
43,14:10:14,4/29/2024,TIM2024,Zach Peagler,,4,9,Liquid,0.236859,2.921661,0.219097,2.262928,1.963233,1.901763,2.953236,0.990003,19.344509,19.969772,30.039965,0.441786,PSF-01133_20240429141014,0,0,0,121.034859,453.528656,0.733126,0.5,0.8,39.509823,67.47,65.36,23.52,23.77,98.31,156.7,155.5,0.8,135,3.767,-10,0,260,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,0.013,0.021,-9999,0.237,0.401,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.513801,2.433143,1.689541,0.951413,0.289333,0.004658,0.232732,0.227317,121.034859,0.000352,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429141014,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
44,14:10:24,4/29/2024,TIM2024,Zach Peagler,,4,10,CBG,0.340324,2.921193,0.304813,2.897362,1.998903,1.920209,2.90994,0.911037,19.534414,20.334976,29.603016,0.441786,PSF-01133_20240429141024,0,0,0,125.942589,456.494446,0.724109,0.5,0.8,40.328064,68.36,65.66,23.6,23.52,98.3,156.6,155.8,0.5,139,3.766,-6,10,283,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,0.049,0.166,0.189,0.082,0.202,0.054,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.514208,2.434253,1.689037,0.952314,0.288379,0.000912,0.233835,0.231318,125.942589,0.000353,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429141024,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
45,14:10:32,4/29/2024,TIM2024,Zach Peagler,,4,11,CG,0.193926,2.921792,0.181856,1.942863,1.962184,1.909417,2.985971,1.023787,19.423891,19.960669,30.37533,0.441786,PSF-01133_20240429141032,0,0,0,115.749481,383.229736,0.697963,0.5,0.8,37.314884,66.88,65.08,23.66,23.95,98.3,156.7,154.5,1.4,134,3.766,-21,0,292,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,0.015,-0.039,-9999,68.266,35.054,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.513384,2.432366,1.689682,0.948703,0.287753,0.005187,0.234541,0.226362,115.749481,0.00036,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429141032,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
46,14:10:53,4/29/2024,TIM2024,Zach Peagler,,4,12,Control,0.001485,2.922762,0.001484,0.020092,1.895019,1.894473,3.191361,1.296342,19.273098,19.278648,32.466759,0.441786,PSF-01133_20240429141053,0,0,0,96.010208,340.021118,0.717635,0.5,0.8,31.488199,64,63.98,23.81,25.06,98.3,156.8,-16.7,110.6,110,3.765,-39,2,294,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,-0.007,-0.012,-0.044,92.623,47.1,23.628,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.511809,2.428662,1.690729,0.571359,0.285994,0.01624,0.236816,0.205072,96.010208,0.000362,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429141053,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
47,14:11:10,4/29/2024,TIM2024,Zach Peagler,,5,1,Control,-0.012874,2.920085,-0.012931,-0.149907,1.864186,1.868266,2.975616,1.11143,19.007307,18.965792,30.273224,0.441786,PSF-01133_20240429141110,0,0,0,139.259216,379.504669,0.63305,0.5,0.8,29.163654,62.48,62.61,23.94,23.89,98.29,156.5,154.5,1.3,115,3.765,-14,12,189,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,0.034,0.08,0.008,27.541,24.019,11.262,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.509874,2.426694,1.687846,0.948813,0.284544,0.001306,0.238628,0.209938,138.418442,0.000357,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429141110,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
48,14:11:28,4/29/2024,TIM2024,Zach Peagler,,5,2,Liquid,0.043806,2.920296,0.043158,0.519528,1.868983,1.854844,3.022774,1.15379,18.870373,19.014217,30.752375,0.441786,PSF-01133_20240429141128,0,0,0,144.402985,415.841461,0.652745,0.5,0.8,28.483042,62.15,61.68,24.07,24.15,98.29,156.5,155.7,0.5,109,3.735,-19,0,194,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,-0.011,-0.063,-0.056,0.281,0.309,-1.173,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.508537,2.42625,1.688073,0.952065,0.283065,0.002806,0.240489,0.204534,144.402985,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429141128,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
49,14:11:36,4/29/2024,TIM2024,Zach Peagler,,5,3,CBG,0.024514,2.921715,0.02431,0.31443,1.882411,1.873864,3.121424,1.239013,19.063437,19.150385,31.755272,0.441786,PSF-01133_20240429141136,0,0,0,127.960327,419.189575,0.694744,0.5,0.8,31.518209,62.37,62.08,24.13,24.69,98.3,156.7,155.2,1,113,3.735,-25,9,195,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,0.001,-0.041,-0.051,1.199,-9.023,4.154,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.509085,2.426514,1.689599,0.950692,0.28237,0.008268,0.241288,0.208379,127.960327,0.000357,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429141136,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
50,14:11:44,4/29/2024,TIM2024,Zach Peagler,,5,4,CG,0.198757,2.921253,0.186095,1.921788,1.991278,1.939081,2.980694,0.989417,19.727055,20.258074,30.323811,0.441786,PSF-01133_20240429141144,0,0,0,122.627731,385.617249,0.681996,0.5,0.8,32.739983,65.74,64.02,24.19,23.92,98.3,156.6,154.6,1.3,120,3.764,-24,11,203,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,0.09,0.067,0.042,2.002,2.066,0.184,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.511774,2.430814,1.689102,0.949114,0.281713,-0.001246,0.242033,0.214242,122.627731,0.000369,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429141144,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
51,14:11:53,4/29/2024,TIM2024,Zach Peagler,,5,5,Control,0.171689,2.920737,0.162157,1.800457,1.980492,1.931566,3.043965,1.063473,19.651108,20.148861,30.968281,0.441786,PSF-01133_20240429141153,0,0,0,157.807236,377.363922,0.581817,0.5,0.8,32.144321,65.14,63.53,24.25,24.27,98.29,156.6,155,1,138,3.763,-15,-11,224,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,0.013,0.065,0.005,54.948,27.654,13.242,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.511078,2.430035,1.688547,0.950158,0.281006,0.00204,0.242889,0.230329,157.807236,0.00036,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429141153,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
52,14:12:06,4/29/2024,TIM2024,Zach Peagler,,5,6,Liquid,0.089502,2.922563,0.086842,0.994335,1.950944,1.923955,3.047782,1.096838,19.573523,19.848103,31.00688,0.441786,PSF-01133_20240429141206,0,0,0,123.140213,420.953033,0.707473,0.5,0.8,36.899765,63.8,62.92,24.35,24.29,98.29,156.8,155.4,0.9,130,3.763,-23,-13,308,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,0.034,0.033,0.058,0.182,0.055,-1.475,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.510205,2.428312,1.690514,0.95113,0.279943,0.001187,0.244228,0.223463,124.277473,0.000359,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429141206,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
53,14:12:18,4/29/2024,TIM2024,Zach Peagler,,5,7,CBG,0.104957,2.920237,0.101315,1.057563,1.949663,1.920903,2.950147,1.000484,19.541828,19.83441,30.012589,0.441786,PSF-01133_20240429141218,0,0,0,125.869629,434.029694,0.709998,0.5,0.8,38.323036,63.46,62.52,24.42,23.75,98.3,156.5,155,1,135,3.763,-15,-14,307,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,0.031,-0.007,-0.036,1.246,0.835,-0.986,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.509633,2.427859,1.68801,0.950026,0.279062,-0.005925,0.245355,0.227504,125.869629,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429141218,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
54,14:12:25,4/29/2024,TIM2024,Zach Peagler,,5,8,CG,0.073099,2.922141,0.071315,0.764545,1.970222,1.949467,2.997372,1.02715,19.833019,20.044172,30.493946,0.441786,PSF-01133_20240429141225,0,0,0,122.109177,424.786102,0.71254,0.5,0.8,37.522762,63.94,63.26,24.48,24.01,98.29,156.8,154.6,1.4,132,3.763,-10,21,309,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,14:03:11,4/29/2024,-1.57,0.005,-0.039,-9999,0.467,-0.131,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.51065,2.428455,1.690058,0.948979,0.278497,-0.003494,0.246038,0.224581,118.943451,0.00036,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240429141225,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
